Message,Payload
GNRMC,['155749.00', 'A', '5101.74625', 'N', '01345.08529', 'E', '0.024', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.024', 'N', '0.045', 'K', 'D']
GNGGA,['155749.00', '5101.74625', 'N', '01345.08529', 'E', '2', '12', '0.75', '136.7', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '28', '05', '16', '20', '25', '', '', '', '1.40', '0.75', '1.19']
GNGSA,['A', '3', '73', '74', '83', '84', '66', '75', '67', '', '', '', '', '', '1.40', '0.75', '1.19']
GPGSV,['4', '1', '15', '05', '28', '065', '41', '09', '03', '334', '', '16', '31', '302', '40', '18', '63', '173', '47']
GPGSV,['4', '2', '15', '20', '13', '033', '25', '23', '05', '155', '31', '25', '20', '137', '34', '26', '61', '285', '38']
GPGSV,['4', '3', '15', '28', '26', '215', '26', '29', '53', '073', '43', '31', '38', '240', '39', '36', '31', '168', '40']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '39']
GLGSV,['3', '1', '10', '66', '12', '002', '30', '67', '11', '052', '25', '73', '52', '172', '43', '74', '70', '290', '25']
GLGSV,['3', '2', '10', '75', '20', '325', '26', '80', '01', '154', '', '82', '10', '045', '13', '83', '52', '040', '22']
GLGSV,['3', '3', '10', '84', '57', '230', '29', '85', '06', '228', '23']
GNGLL,['5101.74625', 'N', '01345.08529', 'E', '155749.00', 'A', 'D']
GNRMC,['155750.00', 'A', '5101.74625', 'N', '01345.08532', 'E', '0.017', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.017', 'N', '0.031', 'K', 'D']
GNGGA,['155750.00', '5101.74625', 'N', '01345.08532', 'E', '2', '12', '0.78', '136.5', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '28', '05', '16', '20', '25', '', '', '', '1.54', '0.78', '1.32']
GNGSA,['A', '3', '73', '74', '83', '84', '66', '75', '67', '', '', '', '', '', '1.54', '0.78', '1.32']
GPGSV,['4', '1', '15', '05', '28', '065', '38', '09', '03', '334', '', '16', '31', '302', '43', '18', '63', '173', '47']
GPGSV,['4', '2', '15', '20', '13', '033', '26', '23', '05', '155', '31', '25', '20', '137', '34', '26', '61', '285', '40']
GPGSV,['4', '3', '15', '28', '26', '215', '26', '29', '53', '073', '42', '31', '38', '240', '40', '36', '31', '168', '41']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '39']
GLGSV,['3', '1', '10', '66', '12', '002', '32', '67', '11', '052', '25', '73', '52', '172', '46', '74', '70', '290', '32']
GLGSV,['3', '2', '10', '75', '20', '325', '28', '80', '01', '154', '', '82', '10', '045', '13', '83', '52', '040', '24']
GLGSV,['3', '3', '10', '84', '57', '230', '32', '85', '06', '228', '23']
GNGLL,['5101.74625', 'N', '01345.08532', 'E', '155750.00', 'A', 'D']
GNRMC,['155751.00', 'A', '5101.74621', 'N', '01345.08542', 'E', '0.052', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.052', 'N', '0.096', 'K', 'D']
GNGGA,['155751.00', '5101.74621', 'N', '01345.08542', 'E', '2', '12', '0.72', '135.9', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '28', '05', '16', '20', '25', '', '', '', '1.35', '0.72', '1.14']
GNGSA,['A', '3', '73', '74', '83', '84', '66', '75', '67', '', '', '', '', '', '1.35', '0.72', '1.14']
GPGSV,['4', '1', '15', '05', '28', '065', '38', '09', '03', '334', '', '16', '31', '302', '43', '18', '63', '173', '47']
GPGSV,['4', '2', '15', '20', '13', '033', '27', '23', '05', '155', '31', '25', '20', '137', '34', '26', '61', '285', '40']
GPGSV,['4', '3', '15', '28', '26', '215', '26', '29', '53', '073', '42', '31', '38', '240', '40', '36', '31', '168', '41']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '39']
GLGSV,['3', '1', '10', '66', '12', '002', '32', '67', '11', '052', '25', '73', '52', '172', '45', '74', '70', '290', '32']
GLGSV,['3', '2', '10', '75', '20', '325', '28', '80', '01', '154', '', '82', '10', '045', '12', '83', '52', '040', '25']
GLGSV,['3', '3', '10', '84', '57', '230', '32', '85', '06', '228', '21']
GNGLL,['5101.74621', 'N', '01345.08542', 'E', '155751.00', 'A', 'D']
GNRMC,['155752.00', 'A', '5101.74619', 'N', '01345.08539', 'E', '0.037', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.037', 'N', '0.068', 'K', 'D']
GNGGA,['155752.00', '5101.74619', 'N', '01345.08539', 'E', '2', '12', '0.73', '135.8', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '28', '05', '16', '20', '25', '', '', '', '1.35', '0.73', '1.14']
GNGSA,['A', '3', '73', '74', '83', '84', '66', '75', '67', '', '', '', '', '', '1.35', '0.73', '1.14']
GPGSV,['4', '1', '15', '05', '28', '065', '39', '09', '03', '334', '', '16', '31', '302', '42', '18', '63', '173', '46']
GPGSV,['4', '2', '15', '20', '13', '033', '27', '23', '05', '155', '32', '25', '20', '137', '33', '26', '61', '285', '35']
GPGSV,['4', '3', '15', '28', '26', '215', '25', '29', '53', '073', '42', '31', '38', '240', '39', '36', '31', '168', '40']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '39']
GLGSV,['3', '1', '10', '66', '12', '002', '30', '67', '11', '052', '26', '73', '52', '172', '45', '74', '70', '290', '31']
GLGSV,['3', '2', '10', '75', '20', '325', '33', '80', '01', '154', '', '82', '10', '045', '12', '83', '52', '040', '25']
GLGSV,['3', '3', '10', '84', '57', '230', '32', '85', '06', '228', '22']
GNGLL,['5101.74619', 'N', '01345.08539', 'E', '155752.00', 'A', 'D']
GNRMC,['155753.00', 'A', '5101.74617', 'N', '01345.08539', 'E', '0.019', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.019', 'N', '0.036', 'K', 'D']
