Message,Payload
GNRMC,['155713.00', 'A', '5101.74648', 'N', '01345.08402', 'E', '0.102', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.102', 'N', '0.188', 'K', 'D']
GNGGA,['155713.00', '5101.74648', 'N', '01345.08402', 'E', '2', '12', '0.86', '136.0', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '05', '16', '25', '', '', '', '', '', '1.63', '0.86', '1.38']
GNGSA,['A', '3', '73', '74', '84', '66', '75', '67', '', '', '', '', '', '', '1.63', '0.86', '1.38']
GPGSV,['4', '1', '15', '05', '28', '066', '35', '09', '03', '334', '', '16', '31', '302', '37', '18', '63', '174', '46']
GPGSV,['4', '2', '15', '20', '13', '034', '', '23', '04', '155', '28', '25', '20', '136', '34', '26', '60', '286', '38']
GPGSV,['4', '3', '15', '28', '26', '215', '19', '29', '54', '073', '40', '31', '39', '241', '38', '36', '31', '168', '39']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '41']
GLGSV,['3', '1', '10', '66', '12', '002', '21', '67', '11', '052', '29', '73', '52', '172', '44', '74', '70', '290', '29']
GLGSV,['3', '2', '10', '75', '20', '325', '23', '80', '01', '154', '', '82', '10', '045', '17', '83', '52', '040', '22']
GLGSV,['3', '3', '10', '84', '57', '230', '28', '85', '06', '228', '25']
GNGLL,['5101.74648', 'N', '01345.08402', 'E', '155713.00', 'A', 'D']
GNRMC,['155714.00', 'A', '5101.74645', 'N', '01345.08401', 'E', '0.013', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.013', 'N', '0.025', 'K', 'D']
GNGGA,['155714.00', '5101.74645', 'N', '01345.08401', 'E', '2', '12', '0.89', '135.9', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '05', '16', '25', '', '', '', '', '', '1.68', '0.89', '1.42']
GNGSA,['A', '3', '73', '74', '84', '75', '67', '', '', '', '', '', '', '', '1.68', '0.89', '1.42']
GPGSV,['4', '1', '15', '05', '28', '066', '35', '09', '03', '334', '', '16', '31', '302', '37', '18', '63', '174', '47']
GPGSV,['4', '2', '15', '20', '13', '034', '24', '23', '04', '155', '28', '25', '20', '136', '35', '26', '60', '286', '39']
GPGSV,['4', '3', '15', '28', '26', '215', '16', '29', '54', '073', '42', '31', '39', '241', '39', '36', '31', '168', '40']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '42']
GLGSV,['3', '1', '10', '66', '12', '002', '18', '67', '11', '052', '28', '73', '52', '172', '45', '74', '70', '290', '29']
GLGSV,['3', '2', '10', '75', '20', '325', '21', '80', '01', '154', '', '82', '10', '045', '18', '83', '52', '040', '20']
GLGSV,['3', '3', '10', '84', '57', '230', '28', '85', '06', '228', '25']
GNGLL,['5101.74645', 'N', '01345.08401', 'E', '155714.00', 'A', 'D']
GNRMC,['155715.00', 'A', '5101.74641', 'N', '01345.08418', 'E', '0.011', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.011', 'N', '0.021', 'K', 'D']
GNGGA,['155715.00', '5101.74641', 'N', '01345.08418', 'E', '2', '12', '0.89', '135.8', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '05', '16', '25', '', '', '', '', '', '1.68', '0.89', '1.42']
GNGSA,['A', '3', '73', '74', '84', '75', '67', '', '', '', '', '', '', '', '1.68', '0.89', '1.42']
GPGSV,['4', '1', '15', '05', '28', '066', '36', '09', '03', '334', '', '16', '31', '302', '37', '18', '63', '174', '47']
GPGSV,['4', '2', '15', '20', '13', '034', '23', '23', '04', '155', '29', '25', '20', '136', '35', '26', '60', '286', '40']
GPGSV,['4', '3', '15', '28', '26', '215', '17', '29', '54', '073', '41', '31', '39', '241', '39', '36', '31', '168', '40']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '42']
GLGSV,['3', '1', '10', '66', '12', '002', '13', '67', '11', '052', '27', '73', '52', '172', '44', '74', '70', '290', '30']
GLGSV,['3', '2', '10', '75', '20', '325', '20', '80', '01', '154', '', '82', '10', '045', '19', '83', '52', '040', '19']
GLGSV,['3', '3', '10', '84', '57', '230', '28', '85', '06', '228', '25']
GNGLL,['5101.74641', 'N', '01345.08418', 'E', '155715.00', 'A', 'D']
GNRMC,['155716.00', 'A', '5101.74645', 'N', '01345.08419', 'E', '0.016', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.016', 'N', '0.030', 'K', 'D']
GNGGA,['155716.00', '5101.74645', 'N', '01345.08419', 'E', '2', '12', '0.89', '135.9', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '05', '16', '20', '25', '', '', '', '', '1.68', '0.89', '1.42']
GNGSA,['A', '3', '73', '74', '84', '75', '67', '', '', '', '', '', '', '', '1.68', '0.89', '1.42']
GPGSV,['4', '1', '15', '05', '28', '066', '36', '09', '03', '334', '', '16', '31', '302', '37', '18', '63', '174', '48']
GPGSV,['4', '2', '15', '20', '13', '034', '22', '23', '04', '155', '28', '25', '20', '136', '35', '26', '60', '286', '40']
GPGSV,['4', '3', '15', '28', '26', '215', '16', '29', '54', '073', '41', '31', '39', '241', '39', '36', '31', '168', '40']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '42']
GLGSV,['3', '1', '10', '66', '12', '002', '', '67', '11', '052', '28', '73', '52', '172', '44', '74', '70', '290', '30']
GLGSV,['3', '2', '10', '75', '20', '325', '20', '80', '01', '154', '', '82', '10', '045', '18', '83', '52', '040', '18']
GLGSV,['3', '3', '10', '84', '57', '230', '28', '85', '06', '228', '25']
GNGLL,['5101.74645', 'N', '01345.08419', 'E', '155716.00', 'A', 'D']
GNRMC,['155717.00', 'A', '5101.74647', 'N', '01345.08421', 'E', '0.023', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.023', 'N', '0.043', 'K', 'D']
GNGGA,['155717.00', '5101.74647', 'N', '01345.08421', 'E', '2', '12', '0.97', '136.0', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '05', '16', '20', '25', '', '', '', '', '1.81', '0.97', '1.52']
GNGSA,['A', '3', '73', '74', '84', '75', '67', '', '', '', '', '', '', '', '1.81', '0.97', '1.52']
GPGSV,['4', '1', '15', '05', '28', '065', '34', '09', '03', '334', '', '16', '31', '302', '37', '18', '63', '174', '48']
GPGSV,['4', '2', '15', '20', '13', '034', '23', '23', '04', '155', '27', '25', '20', '136', '35', '26', '60', '286', '39']
GPGSV,['4', '3', '15', '28', '26', '215', '16', '29', '54', '073', '41', '31', '39', '241', '38', '36', '31', '168', '40']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '42']
GLGSV,['3', '1', '10', '66', '12', '002', '', '67', '11', '052', '28', '73', '52', '172', '45', '74', '70', '290', '30']
GLGSV,['3', '2', '10', '75', '20', '325', '21', '80', '01', '154', '', '82', '10', '045', '17', '83', '52', '040', '19']
GLGSV,['3', '3', '10', '84', '57', '230', '28', '85', '06', '228', '26']
GNGLL,['5101.74647', 'N', '01345.08421', 'E', '155717.00', 'A', 'D']
GNRMC,['155718.00', 'A', '5101.74649', 'N', '01345.08423', 'E', '0.023', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.023', 'N', '0.043', 'K', 'D']
GNGGA,['155718.00', '5101.74649', 'N', '01345.08423', 'E', '2', '12', '0.88', '136.1', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '05', '16', '20', '25', '', '', '', '', '1.61', '0.88', '1.35']
GNGSA,['A', '3', '73', '74', '83', '84', '75', '67', '', '', '', '', '', '', '1.61', '0.88', '1.35']
GPGSV,['4', '1', '15', '05', '28', '065', '36', '09', '03', '334', '', '16', '31', '302', '37', '18', '63', '174', '48']
GPGSV,['4', '2', '15', '20', '13', '034', '23', '23', '04', '155', '28', '25', '20', '136', '34', '26', '60', '286', '39']
GPGSV,['4', '3', '15', '28', '26', '215', '19', '29', '54', '073', '41', '31', '39', '241', '39', '36', '31', '168', '40']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '42']
GLGSV,['3', '1', '10', '66', '12', '002', '', '67', '11', '052', '29', '73', '52', '172', '44', '74', '70', '290', '30']
GLGSV,['3', '2', '10', '75', '20', '325', '22', '80', '01', '154', '', '82', '10', '045', '16', '83', '52', '040', '20']
GLGSV,['3', '3', '10', '84', '57', '230', '28', '85', '06', '228', '26']
GNGLL,['5101.74649', 'N', '01345.08423', 'E', '155718.00', 'A', 'D']
GNRMC,['155719.00', 'A', '5101.74650', 'N', '01345.08425', 'E', '0.048', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.048', 'N', '0.089', 'K', 'D']
GNGGA,['155719.00', '5101.74650', 'N', '01345.08425', 'E', '2', '12', '0.84', '136.1', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '28', '05', '16', '20', '25', '', '', '', '1.53', '0.84', '1.28']
GNGSA,['A', '3', '73', '74', '83', '84', '75', '67', '', '', '', '', '', '', '1.53', '0.84', '1.28']
GPGSV,['4', '1', '15', '05', '28', '065', '36', '09', '03', '334', '', '16', '31', '302', '37', '18', '63', '174', '48']
GPGSV,['4', '2', '15', '20', '13', '034', '23', '23', '04', '155', '28', '25', '20', '136', '33', '26', '60', '286', '38']
GPGSV,['4', '3', '15', '28', '26', '215', '20', '29', '54', '073', '41', '31', '39', '241', '38', '36', '31', '168', '40']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '42']
GLGSV,['3', '1', '10', '66', '12', '002', '', '67', '11', '052', '30', '73', '52', '172', '44', '74', '70', '290', '30']
GLGSV,['3', '2', '10', '75', '20', '325', '22', '80', '01', '154', '', '82', '10', '045', '14', '83', '52', '040', '21']
GLGSV,['3', '3', '10', '84', '57', '230', '28', '85', '06', '228', '26']
GNGLL,['5101.74650', 'N', '01345.08425', 'E', '155719.00', 'A', 'D']
GNRMC,['155720.00', 'A', '5101.74649', 'N', '01345.08426', 'E', '0.042', '', '190125', '4.68', 'E', 'D']
GNVTG,['', 'T', '', 'M', '0.042', 'N', '0.077', 'K', 'D']
GNGGA,['155720.00', '5101.74649', 'N', '01345.08426', 'E', '2', '12', '0.84', '136.2', 'M', '43.7', 'M', '', '0000']
GNGSA,['A', '3', '29', '18', '26', '31', '28', '05', '16', '20', '25', '', '', '', '1.53', '0.84', '1.28']
GNGSA,['A', '3', '73', '74', '83', '84', '75', '67', '', '', '', '', '', '', '1.53', '0.84', '1.28']
GPGSV,['4', '1', '15', '05', '28', '065', '36', '09', '03', '334', '', '16', '31', '302', '37', '18', '63', '174', '48']
GPGSV,['4', '2', '15', '20', '13', '034', '23', '23', '04', '155', '28', '25', '20', '136', '33', '26', '60', '286', '38']
GPGSV,['4', '3', '15', '28', '26', '215', '22', '29', '54', '073', '41', '31', '39', '241', '38', '36', '31', '168', '40']
GPGSV,['4', '4', '15', '40', '20', '132', '', '41', '04', '106', '', '49', '31', '191', '41']
GLGSV,['3', '1', '10', '66', '12', '002', '', '67', '11', '052', '30', '73', '52', '172', '45', '74', '70', '290', '30']
GLGSV,['3', '2', '10', '75', '20', '325', '25', '80', '01', '154', '', '82', '10', '045', '11', '83', '52', '040', '21']
GLGSV,['3', '3', '10', '84', '57', '230', '28', '85', '06', '228', '27']
